,Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Draft_Yr,Pk,Team,College,attend_college,conference,FINAL_5Yrs,3PA_Shot,AST_TOV,True_FG%,PPP,FTR,TOV%,Hasst%
937,Shareef Abdur-Rahim,80,35.0,18.7,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,6.9,2.2,1.0,1.0,2.8,1.0,1996,3,MEM,University of California,1,1,1,1,0.7857142857142858,56.223692122669874,0.8964525407478428,42.76315789473684,13.422818791946309,9.447128287707999
938,Stephon Marbury,67,34.7,15.8,5.3,13.0,40.8,1.5,4.3,35.4,3.7,5.0,72.7,0.8,1.9,2.7,7.8,1.0,0.3,3.1,1.0,1996,4,MIL,Georgia Institute of Technology,1,1,1,1,2.5161290322580645,56.02836879432624,0.8633879781420765,38.46153846153847,16.939890710382514,29.686013320647
939,Ray Allen,82,30.9,13.4,4.8,11.1,43.0,1.4,3.6,39.3,2.5,3.0,82.3,1.2,2.8,4.0,2.6,0.9,0.1,1.8,1.0,1996,5,MIN,University of Connecticut,1,0,1,1,1.4444444444444444,56.97278911564626,0.9423347398030942,27.027027027027028,12.658227848101266,15.361890694239294
940,Marcus Camby,63,30.1,14.8,6.0,12.3,48.2,0.0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,1.1,2.1,2.1,1.0,1996,2,TOR,University of Massachusetts Amherst,1,0,1,1,0.7142857142857143,55.958862673926205,0.9108813392417529,34.14634146341463,12.924667651403249,8.382229673093043
941,Lorenzen Wright,77,25.1,7.3,3.1,6.4,48.1,0.0,0.1,25.0,1.1,1.9,58.7,2.7,3.4,6.1,0.6,0.6,0.8,1.0,1.0,1996,7,LAC,University of Memphis,1,0,1,1,0.6,53.53476092695805,0.8863525983487128,29.687499999999993,12.141816415735793,6.739679865206402
942,K.J. McDaniels,62,21.8,7.9,2.8,7.0,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1.0,2.2,3.2,1.2,0.7,1.1,1.7,0.0,2014,32,PHI,Clemson University,1,1,0,1,0.7058823529411765,52.93487000804075,0.8208645054031588,30.0,17.66417290108063,11.011699931176876
943,Dean Garrett,68,24.5,8.0,3.3,5.7,57.3,0.0,0.0,0.0,1.4,2.0,69.6,2.2,5.1,7.3,0.6,0.6,1.4,0.5,1.0,1988,38,PHO,Indiana University,1,1,1,0,1.2,65.14657980456026,1.1299435028248588,35.08771929824561,7.062146892655368,7.741935483870968
944,Chris Robinson,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,0.0,1996,51,MEM,Western Kentucky University,1,0,0,1,2.0,50.75022065313327,0.8418740849194728,13.636363636363635,14.641288433382138,22.582921665490474
945,Shandon Anderson,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1.0,1.5,68.7,0.8,2.0,2.8,0.8,0.4,0.1,1.1,1.0,1996,54,UTA,University of Georgia,1,1,1,1,0.7272727272727273,56.40535372848948,0.8858858858858859,30.61224489795918,16.516516516516518,10.64891846921797
946,Travis Knight,71,16.3,4.8,2.0,3.9,50.9,0.0,0.0,0.0,0.9,1.4,62.0,1.8,2.7,4.5,0.5,0.4,0.8,0.7,1.0,1996,29,CHI,University of Connecticut,1,0,1,0,0.7142857142857143,57.03422053231939,0.920245398773006,35.8974358974359,13.420245398773003,8.673026886383347
947,Kobe Bryant,71,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.0,1996,13,NOH,0,0,0,1,1,0.8125,59.31938807368091,0.8928571428571428,38.983050847457626,18.796992481203006,13.141268637856962
948,Randy Livingston,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1.0,64.6,0.5,1.0,1.5,2.4,0.6,0.2,1.6,1.0,1996,42,HOU,Louisiana State University,1,1,1,1,1.4999999999999998,51.04712041884816,0.6914893617021276,27.77777777777778,28.36879432624113,29.721362229102166
949,Othella Harrington,57,15.1,4.8,2.0,3.6,54.9,0.0,0.1,0.0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1.0,1.0,1996,30,HOU,Georgetown University,1,0,1,1,0.3,61.412487205731836,0.920245398773006,38.888888888888886,19.171779141104295,5.3908355795148255
950,Erick Dampier,72,14.6,5.1,1.8,4.7,39.0,0.0,0.0,100.0,1.5,2.3,63.7,1.3,2.8,4.1,0.6,0.3,1.0,1.2,1.0,1996,10,IND,Mississippi State University,1,0,1,0,0.5,48.98194391087206,0.7378472222222222,48.93617021276595,17.36111111111111,7.90253539677313
951,Rodney Hood,50,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.6,0.2,0.9,0.0,2014,23,UTA,Duke University,1,1,1,1,1.8888888888888888,55.3998981151299,0.9556239015817222,21.333333333333336,9.885764499121265,15.653775322283611
952,Tony Delk,61,14.2,5.4,2.0,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,1.0,1996,16,NOH,University of Kentucky,1,1,1,1,1.4545454545454546,61.700182815356484,0.9554140127388534,19.047619047619047,19.4621372965322,21.97802197802198
953,Samaki Walker,43,14.0,5.0,1.9,4.3,44.4,0.0,0.0,0.0,1.1,1.7,64.9,1.1,2.3,3.4,0.4,0.3,0.5,0.9,1.0,1996,9,DAL,University of Louisville,1,1,1,0,0.4444444444444445,53.48737697903295,0.8406186953597847,39.53488372093023,15.131136516476126,6.2426843542723365
954,Todd Fuller,75,12.7,4.1,1.5,3.5,42.9,0.0,0.0,0.0,1.0,1.5,69.1,1.4,1.9,3.3,0.3,0.1,0.3,0.7,1.0,1996,11,GSW,North Carolina State University,1,1,1,0,0.4285714285714286,53.52480417754568,0.8436213991769546,42.857142857142854,14.403292181069958,5.755395683453237
955,John Wallace,68,11.6,4.8,1.8,3.5,51.7,0.0,0.1,50.0,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,1.0,1996,18,NYK,Syracuse University,1,1,1,1,0.45454545454545453,62.30529595015576,0.9049773755656108,45.714285714285715,20.739064856711916,8.532423208191126
956,Derek Fisher,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1.0,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,1.0,1996,24,LAL,University of Arkansas at Little Rock,1,0,1,1,1.6666666666666665,53.71900826446281,0.802469135802469,45.45454545454546,18.51851851851852,23.391812865497077
957,Jermaine O'Neal,45,10.2,4.1,1.5,3.4,45.1,0.0,0.0,0.0,1.0,1.7,60.3,0.9,1.9,2.8,0.2,0.0,0.6,0.6,1.0,1996,17,POR,0,0,0,1,0,0.33333333333333337,54.31902490726019,0.8635214827295704,50.0,12.636899747262007,3.9940089865202206
958,Malik Rose,54,9.7,3.0,1.1,2.4,47.7,0.0,0.0,0.0,0.7,1.1,61.3,1.3,1.7,3.0,0.6,0.5,0.3,0.8,1.0,1996,44,NOH,Drexel University,1,0,1,0,0.7499999999999999,56.775170325510985,0.8143322475570032,45.833333333333336,21.71552660152009,13.880855986119144
959,Jerami Grant,65,21.2,6.3,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,3.0,1.2,0.6,1.1,1.3,0.0,2014,39,PHI,Syracuse University,1,1,1,1,0.923076923076923,51.98019801980197,0.7855361596009973,55.55555555555555,16.20947630922693,12.868632707774797
960,Steve Hamer,35,7.7,2.2,0.9,1.6,52.6,0.0,0.1,0.0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,0.0,1996,38,BOS,University of Tennessee,1,1,0,1,0.5,61.93693693693694,0.9353741496598639,50.0,17.006802721088434,7.751937984496124
961,Walter McCarty,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1.0,1996,19,NYK,University of Kentucky,1,1,1,1,0.8,45.271629778672036,0.6987577639751553,21.05263157894737,19.40993788819876,13.377926421404684
962,Priest Lauderdale,35,5.1,3.2,1.4,2.5,55.1,0.0,0.0,0.0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0.0,0.3,1.1,0.0,1996,28,ATL,Central State University,1,0,0,0,0.2727272727272727,60.28636021100227,0.8188331627430911,27.999999999999996,28.147389969293755,7.088009450679267
963,Damon Stoudamire,70,40.9,19.0,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4.0,9.3,1.4,0.3,3.8,1.0,1995,7,TOR,University of Arizona,1,1,1,1,2.447368421052632,55.80357142857143,0.8736435534302004,26.08695652173913,17.472871068604007,29.812469947106905
964,Michael Finley,82,39.2,15.0,5.7,11.9,47.6,0.7,2.3,32.8,3.0,3.9,74.9,1.7,2.9,4.6,3.5,1.0,0.4,1.6,1.0,1995,21,PHO,University of Wisconsin,1,1,1,1,2.1875,58.78664367455714,0.9858044164037856,32.773109243697476,10.515247108307047,18.565177032223843
965,Jerry Stackhouse,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,1.0,1995,3,PHI,University of North Carolina,1,1,1,1,1.1142857142857143,57.19733079122974,0.8779952441924274,47.36842105263158,16.005121638924457,14.98847040737894
966,Joe Smith,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1.0,1.0,1.6,1.7,1.0,1995,1,GSW,University of Maryland,1,1,1,1,0.5882352941176471,56.43257598111538,0.937959784207945,38.4,10.421775380088278,5.720823798627002
967,Bryant Reeves,77,31.9,13.3,5.2,11.4,45.7,0.0,0.0,0.0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2.0,1.0,1995,6,MEM,Oklahoma State University,1,1,1,0,0.7,54.25028552781856,0.8798623974596455,34.21052631578947,13.231013495633768,8.407146074163037
968,Tyus Edney,80,31.0,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0.0,2.4,0.0,1995,47,SAC,"University of California, Los Angeles",1,1,0,1,2.5416666666666665,53.97840863654538,0.8239243210253281,34.40860215053763,18.3094293561184,31.57349896480331
969,Antonio McDyess,76,30.0,13.4,5.6,11.6,48.5,0.0,0.1,0.0,2.2,3.2,68.3,3.0,4.5,7.5,1.0,0.7,1.5,2.0,1.0,1995,2,LAC,University of Alabama,1,1,1,1,0.5,54.453836150845255,0.8928571428571429,27.586206896551722,13.326226012793176,6.2034739454094305
970,Kevin Garnett,80,28.7,10.4,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,6.3,1.8,1.1,1.6,1.4,1.0,1995,5,MIN,0,0,0,1,1,1.2857142857142858,54.06529423996675,0.9094088842252536,20.652173913043477,12.242042672263029,13.531291110693477
971,Rasheed Wallace,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65.0,1.4,3.2,4.7,1.3,0.7,0.8,1.6,1.0,1995,4,WAS,University of North Carolina,1,1,1,1,0.8125,55.51890941072999,0.9105661738189686,20.689655172413797,14.4248106743599,10.437575270975511
972,Brent Barry,79,24.0,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81.0,0.5,1.6,2.1,2.9,1.2,0.3,1.5,1.0,1995,15,DEN,Oregon State University,1,1,1,1,1.9333333333333333,63.330825181840986,1.0255889520714867,22.36842105263158,15.231519090170595,22.642982627366777
973,Eric Williams,64,23.0,10.7,3.8,8.5,44.1,0.0,0.2,30.0,3.1,4.7,67.1,1.4,2.0,3.4,1.1,0.9,0.2,1.4,1.0,1995,14,BOS,Providence College,1,0,1,1,0.7857142857142858,56.11495699601426,0.8940508021390374,55.294117647058826,11.697860962566844,8.31286604949934
974,Kurt Thomas,74,22.4,9.0,3.7,7.4,50.1,0.0,0.0,0.0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,1.0,1995,10,MIA,Texas Christian University,1,1,1,0,0.4615384615384615,56.76084762865792,0.9225092250922509,32.43243243243243,13.325133251332513,5.747126436781609
975,Alan Henderson,79,17.9,6.4,2.4,5.5,44.2,0.0,0.0,0.0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,1.0,1995,16,ATL,Indiana University,1,1,1,0,0.5454545454545454,52.892561983471076,0.8311688311688313,45.45454545454545,14.285714285714288,7.153502235469449
976,Gary Trent,69,17.7,7.5,3.2,6.2,51.3,0.0,0.1,0.0,1.1,2.0,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,1.0,1995,11,MIL,Ohio University,1,0,1,1,0.5384615384615384,56.47590361445782,0.8949880668257756,32.25806451612903,15.513126491646778,7.650273224043715
977,Loren Meyer,72,17.6,5.0,2.0,4.6,43.9,0.0,0.2,27.3,1.0,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,0.0,1995,24,DAL,Iowa State University,1,1,0,1,0.888888888888889,50.93724531377344,0.8175277959450622,30.434782608695656,14.715500327011119,11.48600143575018
978,Theo Ratliff,75,17.4,4.5,1.7,3.1,55.7,0.0,0.0,0.0,1.1,1.6,70.8,1.5,2.5,4.0,0.2,0.2,1.6,0.8,1.0,1995,18,DET,University of Wyoming,1,0,1,0,0.25,65.17960602549246,0.9774109470026064,51.61290322580645,17.37619461337967,4.11522633744856
979,Anthony Goldwire,42,14.8,5.5,1.8,4.5,40.2,0.8,2.0,39.8,1.1,1.4,76.7,0.2,0.8,1.0,2.7,0.4,0.0,1.5,1.0,1994,52,PHO,University of Houston,1,0,1,1,1.8,57.19633943427621,0.8313180169286578,31.11111111111111,22.67230955259976,28.830752802989856
980,Bob Sura,79,14.6,5.3,1.9,4.6,41.1,0.3,1.0,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,1.0,1995,17,CLE,Florida State University,1,1,1,1,1.9333333333333333,53.04243394715773,0.7690075449796866,39.130434782608695,21.76436448055717,29.426686960933534
981,Don Reid,69,14.4,3.8,1.5,2.7,56.7,0.0,0.0,0.0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,1.0,1995,58,DET,Georgetown University,1,0,1,0,0.33333333333333337,64.58191706322229,1.004228329809725,40.74074074074075,15.856236786469344,4.9720323182100685
982,Jimmy King,62,14.0,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1.0,0.0,1995,35,TOR,University of Michigan,1,1,0,1,1.4,51.55820348304309,0.7995735607675906,29.268292682926834,17.768301350390903,19.801980198019802
983,Shawn Respert,62,13.6,4.9,1.8,4.7,38.7,0.7,2.0,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,0.0,1995,8,POR,Michigan State University,1,1,0,1,1.5714285714285716,50.473836011536875,0.8584442887175894,14.893617021276595,12.263489838822704,16.09952433223564
984,Shabazz Napier,51,19.8,5.1,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,2.2,2.5,0.8,0.1,1.6,0.0,2014,24,NOH,University of Connecticut,1,0,1,1,1.5625,53.774778574441164,0.7746051032806804,24.444444444444446,24.301336573511545,27.404768429706767
985,Cherokee Parks,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1.0,66.1,1.0,2.3,3.4,0.5,0.4,0.5,0.5,1.0,1995,12,DAL,Duke University,1,1,1,1,1.0,47.33009708737864,0.8057851239669421,25.641025641025646,10.330578512396695,9.30232558139535
986,Lawrence Moten,44,13.0,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1.0,0.0,1995,36,MEM,Syracuse University,1,1,0,1,1.1,55.23937060595916,0.8982035928143712,30.35714285714286,13.60914534567229,12.929767851895388
987,Greg Ostertag,57,11.6,3.6,1.5,3.2,47.3,0.0,0.0,0.0,0.6,0.9,66.7,1.0,2.1,3.1,0.1,0.1,1.1,0.4,1.0,1995,28,UTA,University of Kansas,1,1,1,0,0.25,52.97233666862861,0.9009009009009009,28.125,10.01001001001001,2.4227740763173835
988,Corliss Williamson,53,11.5,5.6,2.4,5.1,46.6,0.0,0.1,0.0,0.9,1.6,56.0,1.1,1.1,2.2,0.4,0.2,0.2,1.4,1.0,1995,13,SAC,University of Arkansas,1,1,1,1,0.28571428571428575,51.357300073367576,0.7773459189339257,31.37254901960785,19.43364797334814,5.221932114882507
989,Terrence Rencher,36,11.3,2.9,0.9,2.8,33.0,0.3,0.8,31.0,0.9,1.3,67.4,0.3,1.0,1.2,1.5,0.4,0.1,1.2,0.0,1995,32,WAS,University of Texas at Austin,1,0,0,1,1.25,46.98639014906028,0.6342957130358705,46.42857142857144,26.246719160104988,24.51982018798529
990,Chris Carr,60,9.8,4.0,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1.0,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1.0,1995,56,PHO,Southern Illinois University,1,0,1,1,1.0,52.35602094240838,0.8438818565400843,27.77777777777778,14.767932489451475,12.785388127853881
991,Travis Best,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32.0,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,1.0,1995,23,IND,Georgia Institute of Technology,1,1,1,1,1.4545454545454546,59.105431309904155,0.8114035087719298,53.57142857142857,24.12280701754386,25.75452716297787
992,Jason Caffey,57,9.6,3.2,1.2,2.8,43.8,0.0,0.0,0.0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1.0,1995,20,CHI,University of Alabama,1,1,1,0,0.5,52.219321148825074,0.7751937984496124,42.85714285714286,19.379844961240313,8.7527352297593
993,Eric Snow,43,9.0,2.7,1.0,2.3,42.0,0.0,0.2,20.0,0.7,1.1,59.2,0.2,0.8,1.0,1.7,0.7,0.0,0.9,1.0,1995,43,MIL,Michigan State University,1,1,1,1,1.8888888888888888,53.107789142407555,0.732899022801303,47.82608695652175,24.4299674267101,31.350852927616412
994,Jerome Allen,41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,0.0,1995,49,MIN,University of Pennsylvania,1,0,0,1,1.4999999999999998,46.461758398856325,0.684931506849315,34.61538461538461,21.074815595363543,23.868722028841372
995,Junior Burrough,61,8.1,3.1,1.0,2.8,37.6,0.0,0.0,0.0,1.0,1.5,65.6,0.7,1.0,1.8,0.2,0.3,0.2,0.7,0.0,1995,33,BOS,University of Virginia,1,1,0,0,0.28571428571428575,49.52076677316295,0.7451923076923077,53.57142857142857,16.826923076923077,4.5325779036827205
996,Lou Roe,49,7.6,1.8,0.7,1.8,35.6,0.0,0.2,22.2,0.5,0.7,75.0,0.6,1.0,1.6,0.3,0.2,0.2,0.3,0.0,1995,30,DET,University of Massachusetts Amherst,1,0,0,1,1.0,46.05936540429887,0.7475083056478405,38.888888888888886,12.458471760797343,10.978956999085089
997,Grant Hill,70,38.3,19.9,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,6.4,5.0,1.8,0.9,2.9,1.0,1994,3,DET,Duke University,1,1,1,1,1.7241379310344829,59.205045816970134,0.9337462462462462,48.026315789473685,13.607357357357358,18.81998682600922
998,Juwan Howard,65,36.1,17.0,7.0,14.3,48.9,0.0,0.1,0.0,3.0,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,1.0,1994,5,WAS,University of Michigan,1,1,1,1,1.0,55.59189012426422,0.9052183173588924,31.46853146853147,13.312034078807242,11.661807580174926
999,Jason Kidd,79,33.8,11.7,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1.0,1994,2,DAL,University of California,1,1,1,1,2.40625,50.56179775280898,0.752895752895753,32.407407407407405,20.592020592020592,32.958801498127336
1000,Lamond Murray,81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2.0,1.0,1994,7,LAC,University of California,1,1,1,1,0.8,49.557148882328136,0.8317602642756018,24.444444444444443,11.798017932987259,8.57104593544931
1001,Eddie Jones,64,31.0,14.0,5.3,11.6,46.0,1.4,3.8,37.0,1.9,2.6,72.2,1.2,2.7,3.9,2.0,2.0,0.6,1.2,1.0,1994,10,LAL,Temple University,1,0,1,1,1.6666666666666667,57.50903713440684,1.0040160642570282,22.413793103448278,8.605851979345957,12.472715933894605
1002,Eric Montross,78,29.7,10.0,3.9,7.4,53.4,0.0,0.0,0.0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,1.0,1994,9,BOS,University of North Carolina,1,1,1,0,0.35714285714285715,61.36475208640157,0.9712509712509712,45.945945945945944,13.597513597513593,4.580852038479157
1003,Donyell Marshall,72,29.0,12.6,4.8,12.2,39.4,1.0,3.4,28.4,2.0,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,1.0,1994,4,MIN,University of Connecticut,1,0,1,1,0.9375,48.905449464368886,0.8309153257715642,25.40983606557377,10.551305724083356,8.943210612609926
1004,Brian Grant,80,28.6,13.2,5.2,10.1,51.1,0.0,0.1,25.0,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2.0,1.0,1994,8,SAC,Xavier University,1,0,1,1,0.6,59.513074842200176,0.9375,44.554455445544555,14.204545454545455,7.773279352226721
1005,Sharone Wright,79,25.9,11.4,4.6,9.8,46.5,0.0,0.1,0.0,2.3,3.6,64.5,2.4,3.6,6.0,0.6,0.5,1.3,1.9,0.0,1994,6,PHI,Clemson University,1,1,0,1,0.3157894736842105,53.81419939577039,0.8581752484191508,36.73469387755102,14.302920806985847,4.282655246252675
1006,Wesley Person,78,23.1,10.4,4.0,8.2,48.4,1.5,3.4,43.6,1.0,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1.0,1.0,1994,23,PHO,Auburn University,1,1,1,1,1.3,61.27739806740515,1.0642652476463366,15.85365853658537,10.233319688907084,11.6932763660895
1007,Clifford Rozier,66,22.6,6.8,2.9,5.9,48.5,0.0,0.1,28.6,1.0,2.3,44.7,3.0,4.3,7.4,0.7,0.5,0.6,1.4,0.0,1994,16,GSW,University of Louisville,1,1,0,1,0.5,53.07524196066188,0.818094321462945,38.983050847457626,16.84311838306063,7.69865273577124
1008,Jalen Rose,81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2.0,2.7,4.8,0.8,0.3,2.0,1.0,1994,13,DEN,University of Michigan,1,1,1,1,2.4,59.95905235448961,0.8653440270156184,46.774193548387096,21.105951878429718,33.38549817423056
1009,Khalid Reeves,67,21.8,9.2,3.1,6.9,44.3,1.0,2.6,39.2,2.1,2.9,71.4,0.8,2.0,2.8,4.3,1.1,0.1,2.0,1.0,1994,12,MIA,University of Arizona,1,1,1,1,2.15,61.02414433536747,0.9040880503144654,42.028985507246375,19.654088050314463,29.497513291030696
1010,Aaron McKie,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2.0,0.8,0.4,0.9,1.0,1994,17,POR,Temple University,1,0,1,1,2.2222222222222223,52.82834850455136,0.8779038357644516,27.586206896551722,12.155591572123177,21.141649048625794
1011,Derrick Alston,64,16.1,4.7,1.9,4.0,46.5,0.0,0.1,0.0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,0.0,1994,33,PHI,Duquesne University,1,0,0,1,0.625,53.191489361702125,0.8339247693399574,47.5,14.194464158977999,8.061265618702135
1012,Greg Minor,63,15.0,6.0,2.5,4.8,51.5,0.0,0.2,16.7,1.0,1.2,83.3,0.8,1.4,2.2,1.0,0.5,0.3,0.7,1.0,1994,25,LAC,University of Louisville,1,1,1,1,1.4285714285714286,59.241706161137444,0.9953550099535502,25.0,11.61247511612475,14.144271570014144
1013,Eric Piatkowski,81,14.9,7.0,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1.0,0.5,0.2,0.8,1.0,1994,15,IND,University of Nebraska,1,1,1,1,1.25,59.241706161137444,0.9977194982896238,25.0,11.402508551881416,12.399256044637323
1014,B.J. Tyler,55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70.0,0.2,0.9,1.1,3.2,0.7,0.0,1.8,0.0,1994,20,PHI,University of Texas at Austin,1,0,0,1,1.777777777777778,48.63813229571984,0.6254467476769121,26.47058823529412,32.16583273766977,36.25035400736335
1015,Eric Mobley,46,12.8,3.9,1.7,2.9,59.1,0.0,0.0,100.0,0.5,1.0,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,0.0,1994,18,MIL,University of Pittsburgh,1,1,0,0,1.0,62.5,1.015625,34.48275862068966,13.020833333333334,11.428571428571429
1016,Monty Williams,41,12.3,3.3,1.5,3.2,45.1,0.0,0.2,0.0,0.4,0.9,44.7,1.0,1.4,2.4,1.2,0.5,0.1,1.0,1.0,1994,24,NYK,University of Notre Dame,1,1,1,1,1.2,48.55797527957621,0.7180156657963446,28.125,21.75805047867711,20.59202059202059
1017,Anthony Miller,46,11.5,4.1,1.5,2.9,53.0,0.0,0.1,40.0,1.0,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,1.0,1994,39,GSW,Michigan State University,1,1,1,1,1.0,62.61453879047036,0.9217625899280576,58.620689655172406,17.98561151079137,15.073009891662743
1018,Howard Eisley,49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1.0,1.9,0.4,0.1,1.0,1.0,1994,30,MIN,Boston College,1,1,1,1,1.9,44.84304932735426,0.6230529595015576,32.0,25.960539979231566,32.871972318339104
1019,Bill Curley,53,11.2,2.7,1.1,2.5,43.3,0.0,0.0,0.0,0.5,0.7,75.0,1.0,1.3,2.3,0.5,0.4,0.4,0.5,1.0,1994,22,SAS,Boston College,1,1,1,0,1.0,50.86661642803316,0.8162031438935914,27.999999999999996,15.114873035066505,13.04631441617743
1020,Jamie Watson,60,11.2,3.3,1.3,2.5,50.0,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1.0,1.2,1.0,0.6,0.2,0.8,0.0,1994,47,UTA,University of South Carolina,1,1,0,1,1.25,61.15641215715345,0.8928571428571429,36.0,21.645021645021647,21.15282919090428
1021,Tony Dumas,58,10.6,4.6,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,1.1,1.0,0.2,0.1,0.9,0.0,1994,19,DAL,University of Missouri-Kansas City,1,1,0,1,1.1111111111111112,50.15263846489315,0.7969507969507968,30.232558139534888,15.592515592515593,14.668133480014669
1022,Dickey Simpkins,59,9.9,3.5,1.3,3.1,42.4,0.0,0.0,0.0,0.8,1.2,69.4,1.0,1.5,2.6,0.6,0.2,0.1,0.8,1.0,1994,21,CHI,Providence College,1,0,1,0,0.7499999999999999,52.02140309155767,0.7904245709123758,38.70967741935484,18.066847335140018,11.834319526627219
